coreid,identifiedBy,identifiedByID,dateIdentified,identificationQualifier,scientificName,identificationIsCurrent,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identificationReferences,identificationRemarks,recordId,modified
1349014,"Shannon M. Still",,May-11,,"Eschscholzia californica Cham.",0,,,,,,,,urn:uuid:c928e708-48fc-4dc9-b1c8-dad2f1f85550,"2018-12-21 16:49:08"
1349015,,,,,"Eschscholzia californica Cham.",0,,,,,,,"original determination",urn:uuid:fed041c9-939f-4181-b413-a2df5663586f,"2018-12-21 16:49:08"
1349015,"Shannon M. Still",,May-11,,"Eschscholzia californica Cham.",0,,,,,,,,urn:uuid:f72f219a-f9c7-4aef-aa9f-0918f3c1b2fb,"2018-12-21 16:49:08"
1349017,,,,,"Eschscholzia californica Cham.",0,,,,,,,"original determination",urn:uuid:b4910453-08fb-4832-8e24-06d1544602c9,"2018-12-21 16:49:08"
1349017,"Shannon M. Still",,May-11,,"Eschscholzia californica Cham.",0,,,,,,,,urn:uuid:7475a835-2a63-4893-8765-b415ab56bb95,"2018-12-21 16:49:08"
1349019,,,,,"Eschscholzia californica Cham. var. maritima Jeps.",0,,,,,,,"original determination",urn:uuid:9947bd19-bd67-47fa-8447-11f2d8c3c13b,"2018-12-21 16:49:08"
1349019,"Filing synonymy",,,,"Eschscholzia californica Cham. subsp. californica",0,,,,,,,,urn:uuid:230e5daf-e5df-4ff6-bca0-f0370b5b7fb9,"2018-12-21 16:49:08"
1349019,"Curtis Clark",,19-Jan-84,,"Eschscholzia californica Cham. subsp. californica",0,,,,,,,,urn:uuid:950754f4-18d1-4bcf-a7f6-eacca6579895,"2018-12-21 16:49:08"
1349019,"Shannon M. Still",,May-11,,"Eschscholzia californica Cham.",0,,,,,,,,urn:uuid:45b577fb-6239-45aa-abf4-01ceb54f9c01,"2018-12-21 16:49:08"
1349021,,,,,"Eschscholzia californica Cham.",0,,,,,,,"original determination",urn:uuid:d4aca9c4-f87b-444c-8cd2-4cd846f36d39,"2018-12-21 16:49:08"
1349021,"Shannon M. Still",,May-11,,"Eschscholzia californica Cham.",0,,,,,,,,urn:uuid:b6c6457a-8b08-4807-aa6d-3273e0a1d53c,"2018-12-21 16:49:08"
1349023,,,,,"Eschscholzia californica Cham.",0,,,,,,,"original determination",urn:uuid:a1da689c-2a23-4754-acf8-9746c46d1638,"2018-12-21 16:49:08"
1349023,"Shannon M. Still",,May-11,,"Eschscholzia californica Cham.",0,,,,,,,,urn:uuid:65dc6fa8-8e19-48a1-95d6-3b6a7bf68e61,"2018-12-21 16:49:08"
1349025,,,,,"Eschscholzia californica Cham.",0,,,,,,,"original determination",urn:uuid:8e654393-3133-4d0b-a07c-81a657063af1,"2018-12-21 16:49:08"
1349025,"Shannon M. Still",,May-11,,"Eschscholzia californica Cham.",0,,,,,,,,urn:uuid:32d21ba2-4a20-47c8-9c08-22857ced2959,"2018-12-21 16:49:08"
1349026,,,,,"Eschscholzia californica Cham.",0,,,,,,,"original determination",urn:uuid:d86da97d-b9fb-4864-aef0-eaf70335ea77,"2018-12-21 16:49:08"
1349026,"Shannon M. Still",,May-11,,"Eschscholzia californica Cham.",0,,,,,,,,urn:uuid:8907883c-7dca-459d-85cf-8c23425769cf,"2018-12-21 16:49:08"
1349027,,,,,"Eschscholzia californica Cham.",0,,,,,,,"original determination",urn:uuid:c98fae73-48f4-4a84-9b98-30dd86a35422,"2018-12-21 16:49:08"
1349027,"Shannon M. Still",,May-11,,"Eschscholzia californica Cham.",0,,,,,,,,urn:uuid:11a19517-9bbd-4cb4-901d-ddec453ddf2d,"2018-12-21 16:49:08"
1349028,,,,,"Eschscholzia californica Cham.",0,,,,,,,"original determination",urn:uuid:c59d7435-bdb8-49e0-a43f-9c724a743877,"2018-12-21 16:49:08"
1349028,"Shannon M. Still",,May-11,,"Eschscholzia californica Cham.",0,,,,,,,,urn:uuid:1f8ddd4e-0f12-4a01-8831-a8e62536a810,"2018-12-21 16:49:08"
1349029,,,,,"Eschscholzia californica Cham.",0,,,,,,,"original determination",urn:uuid:4132297f-a88b-4f89-ba2f-46de63edeed3,"2018-12-21 16:49:08"
1349029,"Shannon M. Still",,May-11,,"Eschscholzia californica Cham.",0,,,,,,,,urn:uuid:2a6e34d6-8b53-4e2c-a58e-80803e571633,"2018-12-21 16:49:08"
1349030,,,,,"Eschscholzia californica Cham.",0,,,,,,,"original determination",urn:uuid:41ed2033-e125-47e4-bf74-3eeb470abe60,"2018-12-21 16:49:08"
1349030,"Shannon M. Still",,May-11,,"Eschscholzia californica Cham.",0,,,,,,,,urn:uuid:32e367bd-693d-48f5-a72f-7dd7474f80d2,"2018-12-21 16:49:08"
1349031,,,,,"Eschscholzia californica Cham.",0,,,,,,,"original determination",urn:uuid:e4f5067f-c16c-4e99-b89b-e0ce29e514d2,"2018-12-21 16:49:08"
1349031,"Shannon M. Still",,May-11,,"Eschscholzia californica Cham.",0,,,,,,,,urn:uuid:2168cad2-2e07-4425-9313-48e7a66bc8ad,"2018-12-21 16:49:08"
1349032,,,,,"Eschscholzia californica Cham.",0,,,,,,,"original determination",urn:uuid:8c31d739-afaa-422c-8dcc-c41d809b64c6,"2018-12-21 16:49:08"
1349032,"Shannon M. Still",,May-11,,"Eschscholzia californica Cham.",0,,,,,,,,urn:uuid:35d11a3f-ccdd-4a07-8066-b781633e5731,"2018-12-21 16:49:08"
1349033,,,,,"Eschscholzia californica Cham.",0,,,,,,,"original determination",urn:uuid:80c97448-44c6-4bfb-96f4-8593c6522f82,"2018-12-21 16:49:08"
1349033,"Shannon M. Still",,May-11,,"Eschscholzia californica Cham.",0,,,,,,,,urn:uuid:b24d5a42-218f-48f4-a44b-540ad109449b,"2018-12-21 16:49:08"
1350017,,,6/24/2011,,"Eschscholzia californica Cham.",0,,,,,,,"original determination",urn:uuid:1282ae29-8ce5-4b7f-8f67-1c7ea0eccfb7,"2018-12-21 16:49:08"
1350018,,,6/24/2011,,"Eschscholzia californica Cham.",0,,,,,,,"original determination",urn:uuid:91efb118-0448-4eaa-9ac1-4e8111af5476,"2018-12-21 16:49:08"
1353345,,,,,"Eschscholzia californica Cham.",0,,,,,,,"original determination",urn:uuid:9d857085-bb9f-44d3-9983-5b165ce49f0e,"2018-12-21 16:49:08"
1353348,,,,,"Eschscholzia californica Cham.",0,,,,,,,"original determination",urn:uuid:1108d32f-d2ac-43a4-9e56-5723e9243217,"2018-12-21 16:49:08"
1353354,,,,,"Eschscholzia californica Cham.",0,,,,,,,"original determination",urn:uuid:67189cec-e0d6-4bcc-a8ff-5e92de95d279,"2018-12-21 16:49:08"
1353356,,,,,"Eschscholzia californica Cham.",0,,,,,,,"original determination",urn:uuid:226f854e-af49-42b9-8576-a6cf371eb2d1,"2018-12-21 16:49:08"
1353361,,,,,"Eschscholzia californica Cham.",0,,,,,,,"original determination",urn:uuid:29b2a01a-e3c0-4016-b8ee-a0b2751664b7,"2018-12-21 16:49:08"
1353364,,,,,"Eschscholzia californica Cham.",0,,,,,,,"original determination",urn:uuid:da46a711-ff66-4ae8-8d07-91ff415c8a43,"2018-12-21 16:49:08"
1353366,,,,,"Eschscholzia californica Cham.",0,,,,,,,"original determination",urn:uuid:eb88c30d-ee09-4fd8-ba26-6475f8e833db,"2018-12-21 16:49:08"
1353367,,,,,"Eschscholzia californica Cham.",0,,,,,,,"original determination",urn:uuid:c6109603-3318-454e-866e-724db9ddaf65,"2018-12-21 16:49:08"
1353842,,,,,"Eschscholzia californica Cham.",0,,,,,,,"original determination",urn:uuid:a88658a0-e118-4e5b-8ae8-17c606fbd71f,"2018-12-21 16:49:08"
1353847,,,,,"Eschscholzia californica Cham.",0,,,,,,,"original determination",urn:uuid:45152d6c-bcff-4188-b3e7-e60e74e4b4cd,"2018-12-21 16:49:08"
1353886,,,,,"Eschscholzia californica Cham.",0,,,,,,,"original determination",urn:uuid:62b3db52-c029-4b25-82dc-ff5e30e2ca27,"2018-12-21 16:49:08"
1353907,,,,,"Eschscholzia californica Cham.",0,,,,,,,"original determination",urn:uuid:18e32427-d12b-415e-bea2-05494ea59f63,"2018-12-21 16:49:08"
1353908,,,,,"Eschscholzia californica Cham.",0,,,,,,,"original determination",urn:uuid:589c22a8-21ac-4dd1-99f5-0c92604fecb7,"2018-12-21 16:49:08"
1358434,,,,,"Eschscholzia californica Cham.",0,,,,,,,"original determination",urn:uuid:2ca6448f-2394-4321-8a8a-00e58cac68f6,"2018-12-21 16:49:08"
1358637,,,,,"Eschscholzia californica Cham. subsp. californica",0,,,,,,,"original determination",urn:uuid:19b2fc96-3fa7-4803-978c-7513bd0e1022,"2018-12-21 16:49:08"
1358637,"Acc. Jepson Manual II (online)",,2011,,"Eschscholzia californica Cham.",0,,,,,,,,urn:uuid:2a36a301-b01c-403a-be9a-3687892401cd,"2018-12-21 16:49:08"
1362276,,,,,"Eschscholzia californica Cham.",0,,,,,,,"original determination",urn:uuid:3aa5faf2-fb86-4be2-a3a9-f327de33713a,"2018-12-21 16:49:08"
1362752,,,,,"Eschscholzia californica Cham.",0,,,,,,,"original determination",urn:uuid:a1e2ccc7-f516-4926-88a1-e40359f65281,"2018-12-21 16:49:08"
1370562,,,,,"Eschscholzia californica Cham.",0,,,,,,,"original determination",urn:uuid:c3deee74-13ce-406a-aedb-21bab0340dea,"2018-12-21 16:49:08"
1384126,,,,,"Eschscholzia californica Cham.",0,,,,,,,"original determination",urn:uuid:95546373-bdaf-4278-b586-8a2302ae6a6b,"2018-12-21 16:49:08"
1396785,,,,,"Eschscholzia californica Cham.",0,,,,,,,"original determination",urn:uuid:48275e3d-047f-4d8f-8356-4cf389ca35be,"2018-12-21 16:49:08"
1398529,,,,,"Eschscholzia californica Cham.",0,,,,,,,"original determination",urn:uuid:85f34284-383c-4223-85fa-b482017d876a,"2018-12-21 16:49:08"
1398580,,,,,"Eschscholzia californica Cham.",0,,,,,,,"original determination",urn:uuid:5408a258-55bc-4a54-bb03-1f10001e93f8,"2018-12-21 16:49:08"
1400594,,,,,"Eschscholzia californica Cham.",0,,,,,,,"original determination",urn:uuid:0053c2ce-cec3-41e2-9f83-2f4512e03b18,"2018-12-21 16:49:08"
1404279,,,,,"Eschscholzia californica Cham.",0,,,,,,,"original determination",urn:uuid:317b0386-12fe-4fa6-a91b-d1cdb6017554,"2018-12-21 16:49:08"
1404998,,,,,"Eschscholzia californica Cham.",0,,,,,,,"original determination",urn:uuid:61b1399c-4c2b-4638-bca6-292b7a5ba9d9,"2018-12-21 16:49:08"
1406256,,,,,"Eschscholzia californica Cham. subsp. californica Cham.",0,,,,,,,"original determination",urn:uuid:a5d4fa52-ed1e-4b4f-9cef-b579a25f6e18,"2018-12-21 16:49:08"
2031386,Herbarium,,n.d.,,"Eschscholzia californica subsp. californica",0,Cham.,,,,,,,urn:uuid:597bb50e-72ad-4ef8-94f3-9cb897226429,"2019-01-24 23:06:14"
2031386,undetermined,,n.d.,,"Eschscholzia californica var. crocea",0,"(Benth.) Jeps.",,,,,,,urn:uuid:69bcba62-3a45-4dcf-b071-344d60474c33,"2019-02-07 18:21:34"
2031394,Herbarium,,n.d.,,"Eschscholzia californica subsp. californica",0,Cham.,,,,,,,urn:uuid:0ce58f62-01c0-4cbc-8a3f-8cdbb265cf34,"2019-01-24 23:06:14"
2031394,undetermined,,n.d.,,"Eschscholzia californica var. crocea",0,"(Benth.) Jeps.",,,,,,,urn:uuid:0ab633e6-11d7-49c4-aff2-f261fe19d33c,"2019-02-07 18:21:34"
2031404,Herbarium,,n.d.,,"Eschscholzia californica subsp. californica",0,Cham.,,,,,,,urn:uuid:418cc2e9-0a96-4d26-88ca-803c0ecef94a,"2019-01-24 23:06:14"
2031404,undetermined,,n.d.,,"Eschscholzia californica var. crocea",0,"(Benth.) Jeps.",,,,,,,urn:uuid:0d0c4666-8a52-46ac-91ae-f72d42d6e70f,"2019-02-07 18:21:34"
2046531,Herbarium,,n.d.,,"Eschscholzia californica",0,Cham.,,,,,,,urn:uuid:1f624508-308a-45ae-9687-40ee54fe96d4,"2019-01-24 23:06:14"
2046531,undetermined,,n.d.,,"Eschscholzia californica var. crocea",0,Cham.,,,,,,,urn:uuid:fbe62e73-c954-46b6-8a70-d7865aa1de23,"2019-02-07 18:21:34"
2051246,herbarium,,n.d.,,"Eschscholzia californica",0,Cham.,,,,,,,urn:uuid:15640bb0-28fc-4965-8872-9a723b91ab32,"2019-01-24 23:06:14"
2051246,undetermined,,n.d.,,"Eschscholzia caespitosa var. hypecoides",0,Bentham,,,,,,,urn:uuid:dbb868bb-5dce-47b9-b8fc-22a67bbbbd48,"2019-02-07 18:21:34"
